company,position,location,schedule,responsibilities,requirements,levels,techstack,source,format,salary,currency,salary_range,format2,levels2
не определено,не определено,не определено,[],не определено,"- Python
- умение при необходимости читать и реализовывать papers по теме;
- знание и опыт построения NLP моделей (Language Modeling, Sentiment Analysis, etc.);
- опыт написания или использования готовых реализаций моделей в проде;
- английский не ниже Upper-Intermediate",['Junior'],['python'],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,другое
Eurasian Resources Group (ERG),Senior Сomputer Vision Engineer,Нур-Султан/Алматы,[],"- Изучение, адаптация и внедрение State-Of-The-Art алгоритмов
- Представление и оценка практических результатов
- Оптимизация алгоритмов
- Обработка данных с производственных камер для детекции предметов
- Налаживать мониторинг работы моделей
- Применение анализ данных и алгоритмы машинного обучения для решения производственных задач","- Практический опыт использования Deep Learning в задачах Image Classification, Object Detection, Semantic Segmentation, Video Object Tracking
- Знание классических алгоритмов и структур данных
- Python, OpenCV, PyTorch и/или TensorFlow
- Опыт программирования под Linux
- TensorRT
- CI/CD, Git, Bash, Docker
- Приветствуется успешное участие в соревнованиях по машинному обучению и алгоритмам (Kaggle, DrivenData, Topcoder etc.)",['Senior'],"['pytorch', 'tensorflow', 'linux', 'docker']",https://t.me/s/datasciencejobs,[],800000.0,RUB,800000,не указано,От 3 до 6 лет
"системный интегратор, «белая» з/п, соц.пакет, уникальный проект и интересные задачи, сильный менеджмент и твой реальный рост как разработчика.",не определено,не определено,"['Полная', 'Полный']","•  Решение прикладных и продуктовых задач NLP на наших фреймворках (smart_app_ide, nlpf)
•  Реализация продуктовой логики смартаппа
•  Взаимодействие с другими сервисами посредством различных API
•  Взаимодействие с заказчиками, аналитиками, специалистами Data Science
•  Поддержка собственного микросервиса, участие в релизном процессе","•  Владение Python3 на уверенном уровне, достаточном для промышленного программирования
•  Знание SQL (на уровне составления достаточно сложных запросов и базовой оптимизации запросов)
•  Хорошие знания алгоритмов
•  Умение писать тесты, знакомство с подходом TDD
•  Самостоятельность, умение анализировать и структурировать требования, декомпозировать задачи
•  Базовые математические знания: основы комбинаторики, системы счисления
•  Понимание многопоточности, способов ей управлять и проблем, с этим связанных (синхронизации, локи, race condition и т.д.)
•  Знание основных алгоритмов и структур данных, понимание асимптотической сложности
•  Желание разбираться в продукте в целом, а не только в своем коде
•  Умение конструктивно взаимодействовать в горизонтальных командах, состоящих из разработчиков, менеджеров, аналитиков, дизайнеров
•  Готовность разрабатывать по методологиям Agile",[],"['python', 'sql', 'docker', 'kafka']",https://t.me/s/datasciencejobs,"['Удалёнка', 'Офис']",250000.0,RUB,300000,удаленка,не определено
не определено,не определено,не определено,[],не определено,"Высшее образование в сфере математики и/или аналитики, и/или экономики, и/или компьютерных наук, и/или инженерных и технических специальностей.
Знание языка программирования Python (будет плюсом знания Pyspark, Hadoop).
Опыт работы с библиотеками pandas, numpy, SQL.
Опыт работы на BI инструментах Power Bi/QlickSense/Tableau/Superset
Опыт в клиентской аналитике
Опыт анализа и отладки чужого кода",['Middle'],"['python', 'hadoop']",https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,другое
не определено,не определено,не определено,['Гибкое'],"• Управление командой
• Анализ производственных задач совместно с индустриальными экспертами, определение экономических эффектов от внедрения ML-решений
• Постановка задач на разработку моделей на основе бизнес-требований
• Планирование, контроль сроков и качества разработки моделей
• Развитие компетенций внутри команды и мотивация сотрудников
• Запуск моделей в промышленную эксплуатацию с использованием платформы компании","Ищем специалиста с опытом внедрения ML-решений в промышленную эксплуатацию; самостоятельным опытом разработки моделей на Python и управления командой (от 2-х человек).
• Опыт внедрения ML-решений в промышленную эксплуатацию
• Опыт руководства командой (от 2-х человек)
• Отличные знания теории вероятностей, математической статистики и методов машинного обучения
• Знание базовых алгоритмов и структур данных
• Алгоритмы анализа временных рядов
• Знание языка Python и умение писать эффективный код
• Знание основных ML-библиотек (numpy, pandas, scikit-learn, scipy, xgboost и др.)
• Знание инструментов визуализации данных
• Опыт работы с базами данных (Clickhouse, PostgresSQL), оптимизация аналитических запросов
• Высшее образование
• Желание глубоко погружаться в предметную область и разбираться с особенностями работы технологического оборудования",['Lead'],"['python', 'xgboost']",https://t.me/s/datasciencejobs,[],260000.0,RUB,300000,не указано,От 6 лет
не определено,не определено,не определено,"['Fulltime', 'Фултайм']","Наша миссия - сделать технологии BI и искусственного интеллекта более доступными для маркетинговых команд, чтобы они быстрее достигали своих целей без разработчиков и специалистов по обработке данных.","Ищем опытного инженера SQL / BI
Чтобы развивать наш продукт и масштабировать бизнес, ищем опытного инженера SQL / BI, который будет отвечать за поддержку и улучшение архитектуры BI и преобразования данных, алгоритмов машинного обучения, процессов интеллектуального анализа данных и предоставления масштабируемых и красивых решений для обработки данных в рамках нашего основного продукта.
- Более 5 лет опыта работы в Python, R, Scala, Java или аналогичном языке программирования обработки данных.
- Опыт работы в области цифровой маркетинговой аналитики и атрибуции будет большим преимуществом.
- Опыт работы в технологиях конвейеризации данных и ETL-фреймворках
- Опыт внедрения решений для обработки данных в общедоступных облачных технологиях, включая настройку и развертывание.",[],"['sql', 'kubernetes', 'github', 'hadoop', 'java']",https://t.me/s/datasciencejobs,['Удалёнка'],270000.0,RUB,300000,удаленка,не определено
не определено,не определено,не определено,['Гибкое'],"Разработка архитектурных решений, подбор нужных алгоритмов для улучшения качества автоматической оценки недвижимости: задачи регрессии, задачи классификации, кластеризационные алгоритмы.
Обработка данных с использованием методов машинного обучения, включая обработку больших данных с использованием Hadoop, HBase, Spark.
Разработка и внедрение NLP алгоритмов;
Доведение исследований до продуктовых решений и их поддержка.","Знание Python или Java, или С++ (в области машинного обучения);
Знание стандартных алгоритмов, структур данных, математики;
Знание современных методов машинного обучения (в т.ч. кластеризации, классификации, регрессии);
Нацеленность на решение амбициозных задач.
Обязательно профильное математическое образование;","['Senior', 'Lead']",['python'],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,другое
RA Clever Recruiting,не определено,не определено,['Fulltime'],"•Develop, construct and maintain the architecture for data management
•Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using batch and stream processing
•Assemble large, complex data sets that meet functional / non-functional business requirements (business cases)","•Database design with massively parallel processing appliances: Vertica, BigQuery, ClickHouse, PostgreSQL and similar
•Expert  SQL knowledge
•Build ETLs/ELTs to take data from various streams
•Python skills associated with ETL and data processing
•RDBMS database design in data warehousing context (SQL Server, Oracle, Postgres) and query optimization
•English – intermediate level",[],"['postgresql', 'sql', 'etl']",https://t.me/s/datasciencejobs,['Удалёнка'],350000.0,EUR,400000,удаленка,не определено
"Сбербанк, блок Управление Благосостоянием",Middle/Senior DS,не определено,[],"1) системы распознавания документов
∙     Распознавание текста (OCR)
∙     Классификация документов
∙     Поиск объектов
∙     Извлечение данных из текста
2) системы осмотра предметов, идентификации\верификации
∙     поиск объектов на изображении и оценка их свойств
∙     детекция повреждений
∙     биометрия
3) текстовая аналитика, возможно чат-боты","∙     NLP/DNLP/NER
∙     CV (препроцессинг изображения, object detection, image classification, image segmentation)
∙     Веб-сервисы
∙     Опыт работы с tesseract, ABBYY FlexiCapture, ABBYY FineReader","['Middle', 'Senior']","['python', 'docker', 'tensorflow']",https://t.me/s/datasciencejobs,[],300000.0,RUB,300000,не указано,другое
Centicore,Junior - Middle Data Engineer,не определено,['Полная'],"1. Разрабатывать распределенные высоконагруженные информационные системы;
2. Разрабатывать объекты бизнес-логики и эффективные методы для доступа к данным;
3. Оптимизировать скорость обращения к данным.","более 1 года
2. Участие в адаптации платформы Hadoop к требованиям ППО Заказчика.
1) Знание и навыки работы на одном из основных языков стэка компании (Python, Scala, Java, CОпыт и навыки разработки на других языках будут плюсом.
2) Знание SQL и опыт работы с СУБД (Vertica, PostgreSQL).
3) Навыки проектирования и реализации системы сбора и обработки данных. Опыт работы с решениями и Open Source фреймворками Big Data: Hadoop, NiFi
4) Понимание основных этапов обработки и анализа данных, инструментов и методов, применяемых в этой области.","['Junior', 'Middle']","['hadoop', 'sql', 'postgresql', 'nifi']",https://t.me/s/datasciencejobs,['Удалёнка'],150000.0,RUB,200000,удаленка,другое
Clain,C++ developer,Санкт-Петербург,['Гибкого'],"Поддержка и разработка ядра системы со сложной логикой
Оптимизация хранения большого объема данных в памяти и доступа к ним.","✔️Опыт коммерческой разработки на С++ не менее 3 лет
✔️Опыт работы над enterprise проектами
✔️Уверенные фундаментальные знания математики, алгоритмов, структуры данных",[],['c++'],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,не определено
не определено,не определено,не определено,['Полная'],не определено,"-Низкоуровневое программирование Linux Kernel
-SeL4/ Hypervisors
-хороший разговорный английский",['Senior'],['linux'],https://t.me/s/datasciencejobs,['Офис'],6000.0,RUB,100000,офис,От 3 до 6 лет
TengriLab,не определено,Нур-Султан,[],не определено,"- Хорошее знание языков: C++/C, Python, SQL;
- Опыт работы с библиотеками компьютерного зрения (OpenCV, skimage, etc.);
- Знание одного или нескольких фреймворков по глубокому обучению (Tensorflow, PyTorch, MxNet, и т.д.);
- Знание и умение применять алгоритмы и архитектуры (Mask R-CNN, RPN, RetinaNet, etc.).",['Junior'],['sql'],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,другое
не определено,не определено,Москва,['Полная'],"• выстраивание архитектуры единого data lake;
• разработка и внедрение новой системы управленческой отчетности с уровнями гранулярности от акционеров до линейных сотрудников;
• построение предикативных моделей (оптимизация агрономической технологии; оценка эффективности персонала в полях; поломки техники-предиктивные ремонты; fraud detection & prevention);
• внедрение machine learning.",не определено,[],[],https://t.me/s/datasciencejobs,['Удалёнка'],200000.0,RUB,200000,удаленка,не определено
не определено,не определено,не определено,['Полный'],"Ищем в аналитическую команду Middle Web analyst душевного джедая-исследователя под задачи аналитики на стыке мобильной и веб аналитики.
На каждом сотруднике высокий уровень ответственности, и его решения напрямую влияют на итоговый результат деятельности компании.
1. Сбор и поддержка данных: управление тегами и сбором данных для автоматических отчетов и продуктов (Google Analytics 360, Google BigQuery, Яндекс-метрика,AppsFlyer, Firebase);
2. Поддержка и настройка отслеживания.(Google Tag Manager);
3. Проведение A/B тестирований и продуктового анализа в разрезе веб-аналитики . Полный процесс от гипотез до ревью результатов.Проведение тестов в сотрудничестве с косвенно зависящими подразделениями;
4. Самостоятельная обработка данных для представления отчетов / аналитики в разрезе рабочих задач - ( SQL + Tableau текущая рабочая связка).","1. Поведение пользователей на сайте/приложении;
2. Воронки клиентов / пути клиентов на сайтах / хитмапы и т.д. для максимизации привлечения;
3. Лендинги/основной сайт: конверсии, отказы, сводки.
5. Продвинутые знания Excel (Мы сами его не оч. любим, но опыт все равно нужен);","['Middle', 'Manager', 'Head']","['dwh', 'sql', 'tableau', 'clickhouse', 'python']",https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,другое
"Сбербанк, блок Управление Благосостоянием",Data Scientist (NLP)/ML Engineer,не определено,[],"∙     Навыки для виртуальных ассистентов по продуктам Сбера
∙     Голосовой бот для активных продаж
∙     Инструмент аналитики диалогов с пользователями
От кандидата ожидаем:
∙     Хороший уровень Python
∙     ML/NLP (классификация, слотфиллинг, NER и тд)
∙     Готовность участвовать во всех этапах разработки продукта
Будет плюсом:
∙     Менеджерские навыки (нужно не только разрабатывать, но и вести проект)
∙     Опыт промышленной разработки
∙     Умение настраивать визуализацию на ELK
∙     DNLP
∙     Опыт работы с аудио",не определено,[],"['python', 'elk']",https://t.me/s/datasciencejobs,[],260000.0,RUB,300000,не указано,не определено
не определено,не определено,Remote,[],не определено,"·       Лидировать и развивать компетенции по инженерии данных;
·       Опыт работы не менее 3 лет в качестве инженера данных;
·       Опыт руководства от 1 года небольшой группой инженеров данных или разработчиков;
·       Продвинутые знания стека Hadoop (HDFS, YARN, Spark, Hive) со стороны инженера данных / разработчика;
·       Навыки разработки под Spark на Scala;
·       Опыт коммерческого использования Oozie / Airflow;
·       Хорошие навыки работы в Linux.",['Senior'],"['nifi', 'hadoop', 'hive', 'spark', 'sql']",https://t.me/s/datasciencejobs,['Удалёнка'],0.0,не определено,0,удаленка,От 3 до 6 лет
не определено,не определено,не определено,[],✔️Организаторы поделятся инсайтами “Как создавать задачи со звездочками”,не определено,[],[],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,не определено
Axept ( www.axept.com ),Senior/Middle ML Engineer,не определено,"['Fulltime', 'Halftime', 'Полная']","→ Ключевой момент — мы относимся к продуктам наших клиентов ♥️ как к своим собственным, с любовью и максимальной ответственностью.
В чем первые задачи?
3. Серьезные проекты и процессы, влияние на результат. Команды и задачи, которые обеспечат вам профессиональный рост и активное развитие.","- Опыт решения аналогичных задач
- Опыт работы в области NLP от 1 года
- Опыт разработки на Python, ну а как иначе.","['Senior', 'Middle']",['word2vec'],https://t.me/s/datasciencejobs,"['Удалёнка', 'Удалёнка', 'Офис']",260000.0,RUB,300000,удаленка,другое
не определено,не определено,не определено,['Гибкое'],"• Управление командой (6 человек, будет больше)
• Анализ производственных задач совместно с индустриальными экспертами, определение экономических эффектов от внедрения ML-решений
• Постановка задач на разработку моделей на основе бизнес-требований
• Планирование, контроль сроков и качества разработки моделей
• Развитие компетенций внутри команды и мотивация сотрудников
• Запуск моделей в промышленную эксплуатацию с использованием платформы компании","Ищем специалиста с опытом внедрения ML-решений в промышленную эксплуатацию; самостоятельным опытом разработки моделей на Python и управления командой.
• Опыт внедрения ML-решений в промышленную эксплуатацию
• Опыт руководства командой (от 3-х человек)
• Отличные знания теории вероятностей, математической статистики и методов машинного обучения
• Знание базовых алгоритмов и структур данных
• Алгоритмы анализа временных рядов
• Знание языка Python и умение писать эффективный код
• Знание основных ML-библиотек (numpy, pandas, scikit-learn, scipy, xgboost и др.)
• Знание инструментов визуализации данных
• Опыт работы с базами данных (Clickhouse, PostgresSQL), оптимизация аналитических запросов
• Высшее образование (математика /физика).
• Желание глубоко погружаться в предметную область и разбираться с особенностями работы технологического оборудования.",['Lead'],"['python', 'xgboost']",https://t.me/s/datasciencejobs,[],280000.0,RUB,300000,не указано,От 6 лет
не определено,не определено,не определено,"['Fulltime', 'Гибкий']","- Эффективно взаимодействовать с командой
- Быстро разбираться в статьях
- Генерировать, обсуждать, проверять идеи по улучшению существующих подходов
- Имплементировать SotA модели, подходы по описанию
- Обучать модели
- Ставить воспроизводимые вычислительные эксперименты
- Анализировать результаты","MIL.Team находится в поиске опытных ML исследователей по 2-м направлениям - audio denoising, а также pruning, quantization, knowledge distillation в задачах, связанных с обработкой картинок и аудио. Набор задач и требований зависит от направления, пишите в телеграм или на почту, чтобы узнать подробности.
- Знание теорвера, статистики, линала, матана
- Знание основ Deep Learning
- Творческий подход и желание погружаться в область, генерировать новые идеи
- Опыт программирования на Python
- Опыт работы с git, PyCharm, удаленным сервером
- Опыт проведения воспроизводимых ML экспериментов
- Опыт написания нейросетевых моделей на PyTorch
- Опыт реализации статей
- Культура программирования (читаемый код, опыт программирования в команде)",['Middle'],"['python', 'pytorch']",https://t.me/s/datasciencejobs,"['Удалёнка', 'Офис']",150000.0,RUB,200000,удаленка,другое
не определено,не определено,не определено,['Гибкий'],"- Эффективно взаимодействовать с командой
- Быстро разбираться в статьях
- Имплементировать SotA модели, подходы по описанию
- Обучать модели
- Ставить воспроизводимые вычислительные эксперименты","MIL.Team находится в поиске опытных ML исследователей по 2-м направлениям - audio denoising, а также pruning, quantization, knowledge distillation в задачах, связанных с обработкой картинок и аудио. Набор задач и требований зависит от направления, пишите в телеграм или на почту, чтобы узнать подробности.
- Знание теорвера, статистики, линала, матана
- Знание основ Deep Learning
- Творческий подход и желание погружаться в область, генерировать новые идеи
- Опыт программирования на Python
- Опыт работы с git, PyCharm, удаленным сервером
- Опыт написания нейросетевых моделей на PyTorch",['Junior'],"['python', 'pytorch']",https://t.me/s/datasciencejobs,"['Удалёнка', 'Офис']",50000.0,RUB,100000,удаленка,другое
не определено,не определено,Санкт-Петербург/Прага,['Гибкий'],"описание того, что нужно делать - Predictive Analytics, Search, Knowledge Graph, NLP
Мы пытаемся сделать работу над проектами и задачами более автоматизированной и более творческой, передавая все нудные задачи роботам и моделям. Cфера ПО для совместной работы в пандемию выросла в разы, так что вы сможете очень быстро вырасти на гребне этой волны.
- улучшение коммуникаций между пользователями
- бесшовная работа: автоматизация и избавление от рутины
- упрощение создания задач
- прогнозирование и планирование
Уже есть несколько успехов в улучшении поиска, прогнозировании рисков и приоритезации задач, но планов реально громадьё и мы с удовольствием возьмём в команду ещё несколько интересующихся предсказательными и графовыми моделями, а также векторами текстов.","требования к кандидатам - релевантный опыт от 2 лет, английский upper-intermediate
Мы ищем зрелых специалистов с минимум 2 годами промышленного опыта, английским не ниже Upper-Intermediate и опытом в решении похожих задач (работа с табличными, графовыми и векторными данными).",['Senior'],"['python', 'git', 'tensorflow', 'catboost', 'mlflow', 'numpy']",https://t.me/s/datasciencejobs,[],300000.0,RUB,300000,не указано,От 3 до 6 лет
Автомобильный холдинг RRT,Архитектор данных,Санкт-Петербург,[],не определено,"• Экспертное знание MS SQL
• Опыт работы не менее 2-х лет как архитектора DWH:
• Разработка и проектирование ядра DWH;
• Функционала загрузки в DWH, витрин DWH (в т.ч. с применением BI);
• Выгрузок, модулей, отчетов DWH.
• Экспертное понимание архитектуры хранилищ данных и инструментов, которые с ним работают
• Экспертное понимание темы качества данных в DWH;",[],"['dwh', 'sql']",https://t.me/s/datasciencejobs,[],230000.0,RUB,300000,не указано,не определено
не определено,не определено,не определено,"['Fulltime', 'Частичная', 'Полная', 'Гибким']",не определено,"Готовы рассмотреть кандидата без опыта работы с Hadoop, но с желанием развиваться в этой области.",[],['etl'],https://t.me/s/datasciencejobs,[],250000.0,RUB,300000,не указано,не определено
RA Clever Recruiting,не определено,не определено,['Fulltime'],"•Develop, construct and maintain the architecture for data management
•Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using batch and stream processing
•Assemble large, complex data sets that meet functional / non-functional business requirements (business cases)","•Database design with massively parallel processing appliances: Vertica, BigQuery, ClickHouse, PostgreSQL and similar
•Expert  SQL knowledge
•Build ETLs/ELTs to take data from various streams
•Python skills associated with ETL and data processing
•RDBMS database design in data warehousing context (SQL Server, Oracle, Postgres) and query optimization
•English – intermediate level",[],"['postgresql', 'sql', 'etl']",https://t.me/s/datasciencejobs,['Удалёнка'],266000.0,EUR,300000,удаленка,не определено
не определено,не определено,не определено,[],не определено,"-высшее математическое, техническое или экономическое образование;
-Опыт в разработке ETL-процессов, баз данных, платформ обработки данных от 3х лет
-Опыт построения периодических (batch) и «микропакетных» (micro-batch) конвейеров данных; ETL дизайн, внедрение и обслуживание
-Отличное понимание принципов работы баз данных (Oracle, ClickHouse, Greenplum и тп) и распределенных систем обработки
-Знание Python, Spark и Spark streaming для обработки данных
-Знание уровней архитектур хранилищ данных, подходов для загрузки данных в такие уровни и соответствующих алгоритмов
-Опыт работы с Git
-Знание системы оркестрации docker контейнеров Kubernetes будет преимуществом
-Опыт работы с облачными решениями Yandex и mail.ru желателен
-высшее математическое, техническое или экономическое образование;
-Опыт в разработке моделей машинного обучения в клиентской и финансовой аналитике от 1 года
-Знание Python, Spark и Spark streaming для обработки данных
-Уверенное использование основных алгоритмов машинного обучения, фреймворков для глубокого обучения (PyTorch, TF, Keras и др.)
-Понимание основных принципов работы баз данных (Oracle, ClickHouse, Greenplum и тп) и распределенных систем обработки
-Опыт работы с Git",[],"['etl', 'greenplum', 'spark', 'git', 'docker', 'kubernetes', 'keras']",https://t.me/s/datasciencejobs,"['Удалёнка', 'Офис']",0.0,не определено,0,удаленка,не определено
не определено,не определено,не определено,[],"Аналитики работают с большим массивом данных и просто творят чудеса. Помогают делать прогнозы развития болезней и хирургических рисков во время операций, находить связь между видами рака и комбинацией генов, выявлять риск побочных эффектов от лекарств. И это далеко не все.",не определено,[],[],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,не определено
не определено,не определено,не определено,[],"✅ переводить бизнес-проблемы в задачи машинного обучения,",не определено,['Senior'],[],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,От 3 до 6 лет
не определено,не определено,не определено,[],не определено,"— имеет опыт не менее двух лет в области data mining, может показать реализованные и внедренные решения;",[],[],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,не определено
Movavi  https://www.movavi.com/,не определено,Новосибирск,['Полная'],"Мы собираем сильную команду, которой предстоит изменить представление об обработке фотографий и создании видео. Нейронные сети помогут легко воплотить желания наших пользователей в жизнь. Уникальные эффекты и фильтры, автоматическое создание видеороликов на основе обычных видео и фото, снятых на телефон, и еще много интересных задач, связанных с обработкой мультимедиа. Все это позволит пользователям-любителям обрабатывать фотографии профессионально.
• развивать архитектуру и алгоритмы обработки фото и видео
• помогать внедрять в наши продукты (работа с командами разработки)
• изучать текущие тенденции, новые технологии и прототипы новых подходов
• участвовать в планировании, разработке и тестировании программного обеспечения","• практический опыт работы в области ML/DL от 2-х лет
• опыт работы в нашем направлении (обработка фото\видео) и интерес к работе с мультимедиа
• обучение и развитие (внутреннее и внешнее), обмен  опытом и знаниями, мастер-классы, литература – за счет компании",[],['python'],https://t.me/s/datasciencejobs,[],250000.0,RUB,300000,не указано,не определено
не определено,Senior data scientist,не определено,[],не определено,не определено,['Senior'],[],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,От 3 до 6 лет
не определено,не определено,Москва,"['Полная', 'Гибкий']","•  Разрабатывать конвейер обработки больших данных (как batch, так и stream processing), а также системы их интеллектуальной агрегации
•  Анализировать данные, разрабатывать инфраструктуру их обработки
•  Применять распределенные алгоритмы
•  Разрабатывать и оптимизировать метрики качества","•  Опыт разработки на C++ или Java, готовы разрабатывать решения на различных языках
•  Знание классических алгоритмов и структур данных, алгоритмов на графах
•  Работа с базами данных SQL/NoSQL, знание SQL или аналогов
•  Обработка больших данных, умение оценивать их качество, знакомство с математической статистикой
•  Опыт использования облачной инфраструктуры","['Middle', 'Senior', 'Junior']","['c++', 'hive', 'sql', 'python', 'spark']",https://t.me/s/datasciencejobs,"['Удалёнка', 'Офис']",180000.0,RUB,200000,удаленка,другое
не определено,не определено,Харьков,"['Fulltime', 'Частичный', 'Полная']",не определено,"Необходимые навыки
• strong logical thinking. Skills and experience in algorithms writing;",[],"['java', 'spark', 'docker', 'kafka', 'scala', 'hadoop', 'linux', 'spring', 'kotlin']",https://t.me/s/datasciencejobs,['Офис'],5000.0,RUB,100000,офис,не определено
Quantum Capital Ltd,Data Engineer,Алматы,[],не определено,"- Свободное владение SQL и Python;
- Умение программировать на низкоуровневых языках для ускорения ETL процессов;",[],"['sql', 'etl']",https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,не определено
не определено,не определено,не определено,"['Fulltime', 'Полная']","разработка архитектурных решений для продуктов IoT;
верификация архитектурных решений поставщиков и партнеров;
авторский надзор за реализацией архитектурных решений (внутренней разработки и поставщиков/партнеров);
взаимодействие с командами собственной разработки, производственными командами поставщиков и партнеров;
разработка нефункциональных требований к IoT системам;
участие в приемках реализованной функциональности.","практический навык разработки высокодоступных и отказоустойчивых архитектур;
опыт участия в разработке IoT-решений;
практические навыки моделирования и описания бизнес-процессов.",[],[],https://t.me/s/datasciencejobs,['Удалёнка'],260000.0,RUB,300000,удаленка,не определено
не определено,не определено,не определено,[],"корпоративное обучение -  готовые и кастомные программы обучения под задачи любого бизнеса, требующего грамотных специалистов в области работы с данными.",не определено,[],[],https://t.me/s/datasciencejobs,[],0.0,не определено,0,не указано,не определено
